"Contractor_Name","Contractor_Details_URL","State_Local_Auth","Contract_Number","Phone","Location","Socio_Economic_Indicators","Contractor_TC_Price_List","View_Catalog"
"ACCELERATED TECHNOLOGY LABORATORIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-114BA&contractorName=ACCELERATED+TECHNOLOGY+LABORATORIES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-114BA,9106738165,"WEST END ,NC",s/w,https://www.gsaadvantage.gov/ref_text/GS35F114BA/GS35F114BA_online.htm,advRedirect.do?contract=GS-35F-114BA&sin=132+51&src=elib&app=cat
"ACCELIAN, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0492Y&contractorName=ACCELIAN%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0492Y,703-967-6861,"MC LEAN ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0492Y/GS35F0492Y_online.htm,advRedirect.do?contract=GS-35F-0492Y&sin=132+51&src=elib&app=cat
ACCENTURE FEDERAL SERVICES LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0223U&contractorName=ACCENTURE+FEDERAL+SERVICES+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0223U,5714144033,"ARLINGTON ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0223U/GS35F0223U_online.htm,advRedirect.do?contract=GS-35F-0223U&sin=132+51&src=elib&app=cat
ACCENTURE FEDERAL SERVICES LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0371N&contractorName=ACCENTURE+FEDERAL+SERVICES+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0371N,571.414.4033,"ARLINGTON ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0371N/GS35F0371N_online.htm,advRedirect.do?contract=GS-35F-0371N&sin=132+51&src=elib&app=cat
ACCESS SCIENCES CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0198U&contractorName=ACCESS+SCIENCES+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0198U,713-664-4357,"HOUSTON ,TX",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0198U/GS35F0198U_online.htm,advRedirect.do?contract=GS-35F-0198U&sin=132+51&src=elib&app=cat
ACCESSAGILITY LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0424Y&contractorName=ACCESSAGILITY+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0424Y,703-870-3949 EX 140,"BETHESDA ,MD",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0424Y/GS35F0424Y_online.htm,advRedirect.do?contract=GS-35F-0424Y&sin=132+51&src=elib&app=cat
"ACCESSIBILITY PARTNERS, L.L.C.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0238X&contractorName=ACCESSIBILITY+PARTNERS%2C+L.L.C.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0238X,301-717-7177,"SILVER SPRING ,MD",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0238X/GS35F0238X_online.htm,advRedirect.do?contract=GS-35F-0238X&sin=132+51&src=elib&app=cat
"ACCESSIBLE SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0432T&contractorName=ACCESSIBLE+SYSTEMS%2C+INC.&executeQuery=YES,,GS-35F-0432T,4109050028,"ELLICOTT CITY ,MD",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0432T/GS35F0432T_online.htm,advRedirect.do?contract=GS-35F-0432T&sin=132+51&src=elib&app=cat
"ACCLAIM SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0439U&contractorName=ACCLAIM+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0439U,2153541421,"FEASTERVILLE TREVOS ,PA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0439U/GS35F0439U_online.htm,advRedirect.do?contract=GS-35F-0439U&sin=132+51&src=elib&app=cat
"ACCUNET SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-420BA&contractorName=ACCUNET+SOLUTIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-420BA,3042748917,"BOSTON ,MA",o,https://www.gsaadvantage.gov/ref_text/GS35F420BA/GS35F420BA_online.htm,advRedirect.do?contract=GS-35F-420BA&sin=132+51&src=elib&app=cat
"ACCURATE CONCEPTIONS, L.L.C.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-222CA&contractorName=ACCURATE+CONCEPTIONS%2C+L.L.C.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-222CA,202-498-5388,"WASHINGTON ,DC",s/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F222CA/GS35F222CA_online.htm,advRedirect.do?contract=GS-35F-222CA&sin=132+51&src=elib&app=cat
"ACE INFO SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0305N&contractorName=ACE+INFO+SOLUTIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0305N,703-889-1943,"RESTON ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0305N/GS35F0305N_online.htm,advRedirect.do?contract=GS-35F-0305N&sin=132+51&src=elib&app=cat
"ACELO SOLUTIONS, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0275V&contractorName=ACELO+SOLUTIONS%2C+INC&executeQuery=YES,,GS-35F-0275V,(703)378-8115,"STERLING ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0275V/GS35F0275V_online.htm,
"ACENDRE, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-269BA&contractorName=ACENDRE%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-269BA,703-350-4496,"ARLINGTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F269BA/GS35F269BA_online.htm,advRedirect.do?contract=GS-35F-269BA&sin=132+51&src=elib&app=cat
"ACES GROUP, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-154CA&contractorName=ACES+GROUP%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-154CA,660-441-1698,"ALEXANDRIA ,VA",s/w/wo/v/d,https://www.gsaadvantage.gov/ref_text/GS35F154CA/GS35F154CA_online.htm,advRedirect.do?contract=GS-35F-154CA&sin=132+51&src=elib&app=cat
"ACG SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0314M&contractorName=ACG+SYSTEMS%2C+INC.&executeQuery=YES,,GS-35F-0314M,410-224-0225,"ANNAPOLIS ,MD",s,https://www.gsaadvantage.gov/ref_text/GS35F0314M/GS35F0314M_online.htm,advRedirect.do?contract=GS-35F-0314M&sin=132+51&src=elib&app=cat
ACHIEVA IT INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-152CA&contractorName=ACHIEVA+IT+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-152CA,770-475-0301,"ALPHARETTA ,GA",s/w/wo/ew,https://www.gsaadvantage.gov/ref_text/GS35F152CA/GS35F152CA_online.htm,advRedirect.do?contract=GS-35F-152CA&sin=132+51&src=elib&app=cat
"ACHIEVA PARTNERS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-183BA&contractorName=ACHIEVA+PARTNERS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-183BA,(202)236-8034,"WASHINGTON ,DC",s/w/wo/ew/d,https://www.gsaadvantage.gov/ref_text/GS35F183BA/GS35F183BA_online.htm,advRedirect.do?contract=GS-35F-183BA&sin=132+51&src=elib&app=cat
"ACI GROUP, INC., THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-079AA&contractorName=ACI+GROUP%2C+INC.%2C+THE&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-079AA,(410)534-4800,"BALTIMORE ,MD",s,https://www.gsaadvantage.gov/ref_text/GS35F079AA/GS35F079AA_online.htm,
ACISTEK CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0296X&contractorName=ACISTEK+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0296X,7039099541,"ARLINGTON ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0296X/GS35F0296X_online.htm,advRedirect.do?contract=GS-35F-0296X&sin=132+51&src=elib&app=cat
"ACTIONET, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0570J&contractorName=ACTIONET%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0570J,703-204-0090,"VIENNA ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0570J/GS35F0570J_online.htm,advRedirect.do?contract=GS-35F-0570J&sin=132+51&src=elib&app=cat
"ACTIONET, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-327DA&contractorName=ACTIONET%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-327DA,703-204-0090,"VIENNA ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F327DA/GS35F327DA_online.htm,advRedirect.do?contract=GS-35F-327DA&sin=132+51&src=elib&app=cat
"ACTIVE DATA, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-320CA&contractorName=ACTIVE+DATA%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-320CA,610-997-8243,"BETHLEHEM ,PA",s/w,https://www.gsaadvantage.gov/ref_text/GS35F320CA/GS35F320CA_online.htm,advRedirect.do?contract=GS-35F-320CA&sin=132+51&src=elib&app=cat
ACTIVU CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0632N&contractorName=ACTIVU+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0632N,9733434945,"ROCKAWAY ,NJ",s,https://www.gsaadvantage.gov/ref_text/GS35F0632N/GS35F0632N_online.htm,advRedirect.do?contract=GS-35F-0632N&sin=132+51&src=elib&app=cat
ACUITY SYSTEMS LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-114CA&contractorName=ACUITY+SYSTEMS+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-114CA,703-944-9500,"HERNDON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F114CA/GS35F114CA_online.htm,advRedirect.do?contract=GS-35F-114CA&sin=132+51&src=elib&app=cat
"ACUITY, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0560W&contractorName=ACUITY%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0560W,202-204-3062,"RESTON ,VA",s/d/8a/h,https://www.gsaadvantage.gov/ref_text/GS35F0560W/GS35F0560W_online.htm,advRedirect.do?contract=GS-35F-0560W&sin=132+51&src=elib&app=cat
"ACUITY-HOLDINGS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-245AA&contractorName=ACUITY-HOLDINGS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-245AA,(972)248-7811,"ADDISON ,TX",s/d,https://www.gsaadvantage.gov/ref_text/GS35F245AA/GS35F245AA_online.htm,
"ACUMEN SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0287P&contractorName=ACUMEN+SOLUTIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0287P,703-600-4000,"MCLEAN ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0287P/GS35F0287P_online.htm,advRedirect.do?contract=GS-35F-0287P&sin=132+51&src=elib&app=cat
ACUSTAF DEVELOPMENT CORP,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0408X&contractorName=ACUSTAF+DEVELOPMENT+CORP&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0408X,612-424-8560,"MINNEAPOLIS ,MN",s,https://www.gsaadvantage.gov/ref_text/GS35F0408X/GS35F0408X_online.htm,advRedirect.do?contract=GS-35F-0408X&sin=132+51&src=elib&app=cat
"ACUSYS, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0651M&contractorName=ACUSYS%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0651M,(703) 894-1300 EXT 2,"ALEXANDRIA ,VA",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0651M/GS35F0651M_online.htm,advRedirect.do?contract=GS-35F-0651M&sin=132+51&src=elib&app=cat
ACUTEDGE INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-359DA&contractorName=ACUTEDGE+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-359DA,4848466275,"KING OF PRUSSIA ,PA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F359DA/GS35F359DA_online.htm,advRedirect.do?contract=GS-35F-359DA&sin=132+51&src=elib&app=cat
ACXIOM CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0604S&contractorName=ACXIOM+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0604S,501-342-7017,"LITTLE ROCK ,AR",o,https://www.gsaadvantage.gov/ref_text/GS35F0604S/GS35F0604S_online.htm,advRedirect.do?contract=GS-35F-0604S&sin=132+51&src=elib&app=cat
AD HOC LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-392DA&contractorName=AD+HOC+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-392DA,443-928-2961,"SILVER SPRING ,MD",s,https://www.gsaadvantage.gov/ref_text/GS35F392DA/GS35F392DA_online.htm,advRedirect.do?contract=GS-35F-392DA&sin=132+51&src=elib&app=cat
"ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0275U&contractorName=ADAMS+COMMUNICATION+%26+ENGINEERING+TECHNOLOGY%2C+INC.&executeQuery=YES,,GS-35F-0275U,7038282502,"WALDORF ,MD",o,https://www.gsaadvantage.gov/ref_text/GS35F0275U/GS35F0275U_online.htm,advRedirect.do?contract=GS-35F-0275U&sin=132+51&src=elib&app=cat
ADDX CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0431X&contractorName=ADDX+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0431X,7039337637,"ALEXANDRIA ,VA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0431X/GS35F0431X_online.htm,advRedirect.do?contract=GS-35F-0431X&sin=132+51&src=elib&app=cat
"ADERAS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0703V&contractorName=ADERAS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0703V,602-432-6979,"RESTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0703V/GS35F0703V_online.htm,advRedirect.do?contract=GS-35F-0703V&sin=132+51&src=elib&app=cat
ADI STRATEGIES INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-291CA&contractorName=ADI+STRATEGIES+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-291CA,(858) 220-1703,"SAN FRANCISCO ,CA",s,https://www.gsaadvantage.gov/ref_text/GS35F291CA/GS35F291CA_online.htm,advRedirect.do?contract=GS-35F-291CA&sin=132+51&src=elib&app=cat
"ADIL BUSINESS SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-015AA&contractorName=ADIL+BUSINESS+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-015AA,(212)683-5096,"NEW YORK ,NY",s/d,https://www.gsaadvantage.gov/ref_text/GS35F015AA/GS35F015AA_online.htm,
ADITYA & ASSOCIATES,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-558AA&contractorName=ADITYA+%26+ASSOCIATES&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-558AA,2564571804,"WASHINGTON ,DC",s/d/h,https://www.gsaadvantage.gov/ref_text/GS35F558AA/GS35F558AA_online.htm,advRedirect.do?contract=GS-35F-558AA&sin=132+51&src=elib&app=cat
"ADNET SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-252DA&contractorName=ADNET+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-252DA,3018969891,"BETHESDA ,MD",o,https://www.gsaadvantage.gov/ref_text/GS35F252DA/GS35F252DA_online.htm,advRedirect.do?contract=GS-35F-252DA&sin=132+51&src=elib&app=cat
"ADNET, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-441CA&contractorName=ADNET%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-441CA,7039220710,"MC LEAN ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F441CA/GS35F441CA_online.htm,advRedirect.do?contract=GS-35F-441CA&sin=132+51&src=elib&app=cat
"ADSYNC TECHNOLOGIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-396CA&contractorName=ADSYNC+TECHNOLOGIES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-396CA,850-497-6969,"PENSACOLA ,FL",s/w/wo/ew/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F396CA/GS35F396CA_online.htm,advRedirect.do?contract=GS-35F-396CA&sin=132+51&src=elib&app=cat
ADVANCE DIGITAL SYSTEMS INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0065T&contractorName=ADVANCE+DIGITAL+SYSTEMS+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0065T,703-383-0808,"FAIRFAX ,VA",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0065T/GS35F0065T_online.htm,advRedirect.do?contract=GS-35F-0065T&sin=132+51&src=elib&app=cat
"ADVANCED AV, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0417N&contractorName=ADVANCED+AV%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0417N,610-431-6161,"WEST CHESTER ,PA",s,https://www.gsaadvantage.gov/ref_text/GS35F0417N/GS35F0417N_online.htm,advRedirect.do?contract=GS-35F-0417N&sin=132+51&src=elib&app=cat
"ADVANCED BUSINESS CONCEPTS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0578M&contractorName=ADVANCED+BUSINESS+CONCEPTS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0578M,(703)764-3000,"VIENNA ,VA",s,,
"ADVANCED BUSINESS SOLUTIONS, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-073GA&contractorName=ADVANCED+BUSINESS+SOLUTIONS%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-073GA,(502)896-2557,"LOUISVILLE ,KY",s/d,,
"ADVANCED C4 SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-129BA&contractorName=ADVANCED+C4+SOLUTIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-129BA,(813)983-7630,"TAMPA ,FL",s/dv/d,https://www.gsaadvantage.gov/ref_text/GS35F129BA/GS35F129BA_online.htm,advRedirect.do?contract=GS-35F-129BA&sin=132+51&src=elib&app=cat
ADVANCED COMPUTER TECHNOLOGIES,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0096V&contractorName=ADVANCED+COMPUTER+TECHNOLOGIES&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0096V,5592883868,"FRESNO ,CA",s,https://www.gsaadvantage.gov/ref_text/GS35F0096V/GS35F0096V_online.htm,advRedirect.do?contract=GS-35F-0096V&sin=132+51&src=elib&app=cat
"ADVANCED CONCEPTS AND TECHNOLOGIES INTERNATIONAL, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0516J&contractorName=ADVANCED+CONCEPTS+AND+TECHNOLOGIES+INTERNATIONAL%2C+LLC&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0516J,254-776-9511X218,"WACO ,TX",s/v,https://www.gsaadvantage.gov/ref_text/GS35F0516J/GS35F0516J_online.htm,advRedirect.do?contract=GS-35F-0516J&sin=132+51&src=elib&app=cat
"ADVANCED ELECTRONIC DESIGNS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-006DA&contractorName=ADVANCED+ELECTRONIC+DESIGNS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-006DA,406-585-8892,"BOZEMAN ,MT",s,https://www.gsaadvantage.gov/ref_text/GS35F006DA/GS35F006DA_online.htm,advRedirect.do?contract=GS-35F-006DA&sin=132+51&src=elib&app=cat
"ADVANCED FACILITY MANAGEMENT SERVICES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0094X&contractorName=ADVANCED+FACILITY+MANAGEMENT+SERVICES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0094X,717-593-9917,"GREENCASTLE ,PA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0094X/GS35F0094X_online.htm,advRedirect.do?contract=GS-35F-0094X&sin=132+51&src=elib&app=cat
"ADVANCED GOVERNMENT SOLUTIONS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-218DA&contractorName=ADVANCED+GOVERNMENT+SOLUTIONS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-218DA,240-260-4040,"CROFTON ,MD",s/w/wo,https://www.gsaadvantage.gov/ref_text/GS35F218DA/GS35F218DA_online.htm,advRedirect.do?contract=GS-35F-218DA&sin=132+51&src=elib&app=cat
